name,platform,publisher,genre,sales_year,country,weeks,yearly,total,img,publisher_country
New Super Mario Bros. 2,3DS,Nintendo,Platform,2012,Japan,23,1766962,1766962,https://www.vgchartz.com/games/boxart/full_8429855JapanFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2012,Japan,57,752702,1941940,https://www.vgchartz.com/games/boxart/full_mario-kart-7_716JapanFront.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2012,Japan,61,689681,1781900,https://www.vgchartz.com/games/boxart/full_super-mario-3d-land_344JapanFront.jpg,Japan
Mario Party 9,Wii,Nintendo,Misc,2012,Japan,36,637263,637263,https://www.vgchartz.com/games/boxart/full_3637067JapanFrontccc.jpg,Japan
Fire Emblem: Kakusei,3DS,Nintendo,Strategy,2012,Japan,37,480049,480049,https://www.vgchartz.com/games/boxart/full_8567203JapanFrontccc.jpg,Japan
Paper Mario: Sticker Star,3DS,Nintendo,Platform,2012,Japan,4,398838,398838,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Platform,2012,Japan,4,373556,373556,https://www.vgchartz.com/games/boxart/full_4767231JapanFrontccc.jpg,Japan
Pokemon Mystery Dungeon: Magnagate and the Infinite Labyrinth,3DS,Nintendo,Role-Playing,2012,Japan,6,360202,360202,https://www.vgchartz.com/games/boxart/full_6123054AmericaFrontccc.png,Japan
Pokemon + Nobunaga no Yabou,DS,Nintendo,Strategy,2012,Japan,42,351523,351523,https://www.vgchartz.com/games/boxart/full_2383590AmericaFrontccc.jpg,Japan
Wii Sports Resort,Wii,Nintendo,Sports,2012,Japan,184,343265,3148592,https://www.vgchartz.com/games/boxart/full_4639491JapanFrontccc.jpg,Japan
Kid Icarus: Uprising,3DS,Nintendo,Action,2012,Japan,41,332051,332051,https://www.vgchartz.com/games/boxart/full_kid-icarus-uprising_513AmericaFront.jpg,Japan
Mario Tennis,3DS,Nintendo,Sports,2012,Japan,32,304177,304177,https://www.vgchartz.com/games/boxart/full_3710744JapanFrontccc.jpg,Japan
Style Savvy: Trendsetters,3DS,Nintendo,Misc,2012,Japan,14,259214,259214,https://www.vgchartz.com/games/boxart/full_8651461AmericaFrontccc.jpg,Japan
Mario & Sonic at the London 2012 Olympic Games,3DS,Nintendo,Sports,2012,Japan,44,252473,252473,https://www.vgchartz.com/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_588AmericaFront.jpg,Japan
Kirby's Dream Collection: Special Edition,Wii,Nintendo,Platform,2012,Japan,24,240181,240181,https://www.vgchartz.com/games/boxart/full_4564747JapanFrontccc.jpg,Japan
Just Dance Wii 2,Wii,Nintendo,Misc,2012,Japan,23,224667,224667,https://www.vgchartz.com/games/boxart/full_9809854JapanFrontccc.jpg,Japan
Just Dance Wii,Wii,Nintendo,Misc,2012,Japan,64,224404,681869,https://www.vgchartz.com/games/boxart/full_just-dance-wii_343JapanFront.jpg,Japan
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,Nintendo,Misc,2012,Japan,23,213591,213591,https://www.vgchartz.com/games/boxart/full_2088783JapanFrontccc.jpg,Japan
Nintendo Land,WiiU,Nintendo,Misc,2012,Japan,4,209086,209086,https://www.vgchartz.com/games/boxart/full_5633064JapanFrontccc.jpg,Japan
Wii Party,Wii,Nintendo,Misc,2012,Japan,130,208641,2445025,https://www.vgchartz.com/games/boxart/full_wii-party_1JapanFront.jpg,Japan
Kirby's Return to Dreamland,Wii,Nintendo,Platform,2012,Japan,62,203261,736032,https://www.vgchartz.com/games/boxart/full_kirbys-return-to-dreamland_91JapanFront.jpg,Japan
Mario Kart Wii,Wii,Nintendo,Racing,2012,Japan,247,195193,3594575,https://www.vgchartz.com/games/boxart/full_3171430JapanFrontccc.jpg,Japan
Nintendogs + cats,3DS,Nintendo,Simulation,2012,Japan,97,191804,646467,https://www.vgchartz.com/games/boxart/full_98856AmericaFrontccc.jpg,Japan
New Super Mario Bros. Wii,Wii,Nintendo,Platform,2012,Japan,161,152628,4626876,https://www.vgchartz.com/games/boxart/full_7874582JapanFrontccc.jpg,Japan
New Art Academy,3DS,Nintendo,Misc,2012,Japan,16,141212,141212,https://www.vgchartz.com/games/boxart/full_569220JapanFrontccc.jpg,Japan
Culdcept,3DS,Nintendo,Misc,2012,Japan,27,119945,119945,https://www.vgchartz.com/games/boxart/full_2535903JapanFrontccc.jpg,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,Global,13,10046424,10046424,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: Jump Out,3DS,Nintendo,Action,2013,Global,61,4185260,6251519,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,Global,42,3447347,3447347,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,Global,59,2222404,3507463,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,Global,76,2215240,7226020,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,Global,110,1895073,9169258,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,Global,7,1740862,1740862,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
Tomodachi Collection: Shin Seikatsu,3DS,Nintendo,Misc,2013,Global,38,1627808,1627808,https://www.vgchartz.com/games/boxart/full_6316001AmericaFrontccc.png,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,Global,7,1605148,1605148,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,Global,114,1388245,9219459,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,Global,26,1356853,1356853,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,Global,59,1341347,2758057,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,Global,81,1242092,7191624,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,Global,33,1199697,1199697,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,Global,26,1189211,1189211,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,Japan
Mario Kart Wii,Wii,Nintendo,Racing,2013,Global,300,1173122,34271518,https://www.vgchartz.com/games/boxart/full_8932480AmericaFrontccc.jpg,Japan
Wii Sports,Wii,Nintendo,Sports,2013,Global,372,1139674,81798787,https://www.vgchartz.com/games/boxart/full_2258645AmericaFrontccc.jpg,Japan
Wii Sports Resort,Wii,Nintendo,Sports,2013,Global,237,1062364,32212076,https://www.vgchartz.com/games/boxart/full_7295041AmericaFrontccc.jpg,Japan
New Super Mario Bros. Wii,Wii,Nintendo,Platform,2013,Global,216,1024401,27206016,https://www.vgchartz.com/games/boxart/full_1410872AmericaFrontccc.jpg,Japan
Wii Party U,WiiU,Nintendo,Action,2013,Global,11,974689,974689,https://www.vgchartz.com/games/boxart/full_352331AmericaFrontccc.jpg,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,Global,37,926616,926616,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
The Legend of Zelda: The Wind Waker HD,WiiU,Nintendo,Action,2013,Global,15,786505,786505,https://www.vgchartz.com/games/boxart/full_5986308AmericaFrontccc.jpg,Japan
Paper Mario,3DS,Nintendo,Role-Playing,2013,Global,60,781324,1875107,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,USA,13,3079263,3079263,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,USA,41,1188180,1188180,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
Animal Crossing: New Leaf,3DS,Nintendo,Action,2013,USA,30,1058284,1058284,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,USA,59,944780,1512082,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,USA,7,822608,822608,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,USA,72,761539,2390694,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,USA,59,686417,1439181,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Wii Sports,Wii,Nintendo,Sports,2013,USA,372,681413,37723613,https://www.vgchartz.com/games/boxart/full_2258645AmericaFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,USA,109,680942,3285543,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,USA,7,666242,666242,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,USA,19,661008,661008,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,Japan
Mario Kart Wii,Wii,Nintendo,Racing,2013,USA,297,659801,13839582,https://www.vgchartz.com/games/boxart/full_8932480AmericaFrontccc.jpg,Japan
Wii Sports Resort,Wii,Nintendo,Sports,2013,USA,232,651977,14139258,https://www.vgchartz.com/games/boxart/full_7295041AmericaFrontccc.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,USA,112,575490,3868960,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,USA,65,554915,2232232,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
New Super Mario Bros. Wii,Wii,Nintendo,Platform,2013,USA,216,549466,12716082,https://www.vgchartz.com/games/boxart/full_1410872AmericaFrontccc.jpg,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,USA,21,543357,543357,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,USA,33,429914,429914,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg,Japan
The Legend of Zelda: The Wind Waker HD,WiiU,Nintendo,Action,2013,USA,14,418160,418160,https://www.vgchartz.com/games/boxart/full_5986308AmericaFrontccc.jpg,Japan
Fire Emblem: Awakening,3DS,Nintendo,Strategy,2013,USA,48,394734,394734,https://www.vgchartz.com/games/boxart/full_115466AmericaFrontccc.png,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,USA,37,369783,369783,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
Paper Mario,3DS,Nintendo,Role-Playing,2013,USA,60,343925,830392,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg,Japan
Pokemon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,Role-Playing,2013,USA,41,335801,335801,https://www.vgchartz.com/games/boxart/full_6123054AmericaFrontccc.png,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,Europe,13,2235082,2235082,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: New Leaf,3DS,Nintendo,Action,2013,Europe,30,1107802,1107802,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,Europe,41,932056,932056,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,Europe,73,752646,1949371,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,Europe,110,693742,2677888,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,Europe,112,456024,2368182,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,Europe,37,436372,436372,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,Europe,7,434225,434225,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,Europe,58,424145,649851,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,Europe,65,377429,1345642,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,Europe,33,341085,341085,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,Europe,6,333990,333990,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,Europe,58,326387,624256,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Professor Layton and the Legacy of Civilization A,3DS,Nintendo,Puzzle,2013,Europe,9,314442,314442,https://www.vgchartz.com/games/boxart/full_5009044AmericaFrontccc.png,Japan
Wii Sports,Wii,Nintendo,Sports,2013,Europe,370,310104,28644153,https://www.vgchartz.com/games/boxart/full_2258645AmericaFrontccc.jpg,Japan
New Super Mario Bros. Wii,Wii,Nintendo,Platform,2013,Europe,216,292395,6557337,https://www.vgchartz.com/games/boxart/full_1410872AmericaFrontccc.jpg,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,Europe,26,285945,285945,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,Europe,24,274491,274491,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,Japan
Mario Kart Wii,Wii,Nintendo,Racing,2013,Europe,300,262812,12341655,https://www.vgchartz.com/games/boxart/full_8932480AmericaFrontccc.jpg,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,UK,13,459060,459060,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: New Leaf,3DS,Nintendo,Action,2013,UK,30,266077,266077,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,UK,41,181562,181562,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,UK,65,134438,364061,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,UK,110,127271,589479,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,UK,73,113151,391618,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,UK,37,105522,105522,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,UK,58,102772,154883,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,UK,7,98997,98997,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,UK,112,89671,591129,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,UK,58,80893,149370,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,Germany,13,406590,406590,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: New Leaf,3DS,Nintendo,Action,2013,Germany,30,267290,267290,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,Germany,73,238536,563696,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,Germany,41,223537,223537,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,Germany,110,197378,717888,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,Germany,37,128113,128113,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,Germany,112,116120,591859,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,Germany,7,113467,113467,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,Germany,58,107640,160639,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,Germany,6,96461,96461,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,Germany,33,83914,83914,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg,Japan
Professor Layton and the Legacy of Civilization A,3DS,Nintendo,Puzzle,2013,Germany,9,81891,81891,https://www.vgchartz.com/games/boxart/full_5009044AmericaFrontccc.png,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,Germany,26,78854,78854,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,Germany,58,77716,147325,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,Germany,65,76426,329227,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,Germany,24,71446,71446,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,Japan
Wii Party U,WiiU,Nintendo,Action,2013,Germany,11,67469,67469,https://www.vgchartz.com/games/boxart/full_352331AmericaFrontccc.jpg,Japan
Pokemon X/Y,3DS,Nintendo,Role-Playing,2013,France,13,522599,522599,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: New Leaf,3DS,Nintendo,Action,2013,France,30,326729,326729,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,France,41,318548,318548,https://www.vgchartz.com/games/boxart/full_5092550AmericaFrontccc.png,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,France,73,232667,558174,https://www.vgchartz.com/games/boxart/full_9872028AmericaFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,France,110,213968,771739,https://www.vgchartz.com/games/boxart/full_mario-kart-7_649AmericaFront.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,France,112,148267,655664,https://www.vgchartz.com/games/boxart/full_super-mario-3dland_167AmericaFront.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,France,7,124668,124668,https://www.vgchartz.com/games/boxart/full_6562868AmericaFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,France,58,118893,189021,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,France,33,114566,114566,https://www.vgchartz.com/games/boxart/full_7881891AmericaFrontccc.jpg,Japan
LEGO City Undercover: The Chase Begins,3DS,Nintendo,Action,2013,France,37,105161,105161,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,France,6,96550,96550,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,France,58,94795,187974,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,Japan
Professor Layton and the Legacy of Civilization A,3DS,Nintendo,Puzzle,2013,France,9,92042,92042,https://www.vgchartz.com/games/boxart/full_5009044AmericaFrontccc.png,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,France,65,82170,351464,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,France,26,76819,76819,https://www.vgchartz.com/games/boxart/full_5914705AmericaFrontccc.png,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,France,24,73010,73010,https://www.vgchartz.com/games/boxart/full_7899849AmericaFrontccc.png,Japan
Professor Layton and the Mask of Miracle,3DS,Nintendo,Adventure,2013,France,63,69045,173845,https://www.vgchartz.com/games/boxart/full_7190934PALFrontccc.png,Japan
Wii Party U,WiiU,Nintendo,Action,2013,France,11,64447,64447,https://www.vgchartz.com/games/boxart/full_352331AmericaFrontccc.jpg,Japan
Fire Emblem: Awakening,3DS,Nintendo,Strategy,2013,France,40,58678,58678,https://www.vgchartz.com/games/boxart/full_115466AmericaFrontccc.png,Japan
Monster Hunter 3 Ultimate,3DS,Nintendo,Role-Playing,2013,France,42,57520,57520,https://www.vgchartz.com/games/boxart/full_monster-hunter-tri-g_515JapanFront.jpg,Japan
LEGO City Undercover,WiiU,Nintendo,Action,2013,France,41,53373,53373,https://www.vgchartz.com/games/boxart/full_4939346AmericaFrontccc.png,Japan
The Legend of Zelda: The Wind Waker HD,WiiU,Nintendo,Action,2013,France,14,49707,49707,https://www.vgchartz.com/games/boxart/full_5986308AmericaFrontccc.jpg,Japan
Pokemon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,Role-Playing,2013,France,34,49207,49207,https://www.vgchartz.com/games/boxart/full_6123054AmericaFrontccc.png,Japan
Pocket Monsters X/Y,3DS,Nintendo,Role-Playing,2013,Japan,13,3937983,3937983,https://www.vgchartz.com/games/boxart/full_9470074AmericaFrontccc.png,Japan
Animal Crossing: Jump Out,3DS,Nintendo,Action,2013,Japan,61,1695507,3761766,https://www.vgchartz.com/games/boxart/full_7774244AmericaFrontccc.jpg,Japan
Tomodachi Collection: Shin Seikatsu,3DS,Nintendo,Misc,2013,Japan,38,1627808,1627808,https://www.vgchartz.com/games/boxart/full_5358761JapanFrontccc.jpg,Japan
Luigi's Mansion: Dark Moon,3DS,Nintendo,Adventure,2013,Japan,42,1010295,1010295,https://www.vgchartz.com/games/boxart/full_9539962JapanFrontccc.jpg,Japan
New Super Mario Bros. U,WiiU,Nintendo,Action,2013,Japan,57,648931,1022487,https://www.vgchartz.com/games/boxart/full_4767231JapanFrontccc.jpg,Japan
Wii Party U,WiiU,Nintendo,Action,2013,Japan,10,585370,585370,https://www.vgchartz.com/games/boxart/full_3621313JapanFrontccc.jpg,Japan
New Super Mario Bros. 2,3DS,Nintendo,Platform,2013,Japan,76,474799,2241761,https://www.vgchartz.com/games/boxart/full_8429855JapanFrontccc.jpg,Japan
Super Mario 3D World,WiiU,Nintendo,Platform,2013,Japan,7,455455,455455,https://www.vgchartz.com/games/boxart/full_6140642JapanFrontccc.jpg,Japan
Mario & Luigi: Dream Team,3DS,Nintendo,Action,2013,Japan,25,403633,403633,https://www.vgchartz.com/games/boxart/full_8933977JapanFrontccc.jpg,Japan
Mario Kart 7,3DS,Nintendo,Racing,2013,Japan,110,314975,2256915,https://www.vgchartz.com/games/boxart/full_mario-kart-7_716JapanFront.jpg,Japan
Donkey Kong Country Returns 3D,3DS,Nintendo,Platform,2013,Japan,30,313496,313496,https://www.vgchartz.com/games/boxart/full_5666291JapanFrontccc.jpg,Japan
The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,Action,2013,Japan,2,296226,296226,https://www.vgchartz.com/games/boxart/full_1338241JapanFrontccc.jpg,Japan
Pikmin 3,WiiU,Nintendo,Strategy,2013,Japan,26,227166,227166,https://www.vgchartz.com/games/boxart/full_484059JapanFrontccc.jpg,Japan
Super Mario 3D Land,3DS,Nintendo,Platform,2013,Japan,114,202599,1984499,https://www.vgchartz.com/games/boxart/full_super-mario-3d-land_344JapanFront.jpg,Japan
Paper Mario: Sticker Star,3DS,Nintendo,Action,2013,Japan,57,189578,588416,https://www.vgchartz.com/games/boxart/full_877556PALFrontccc.jpg,Japan
Nintendo Land,WiiU,Nintendo,Action,2013,Japan,57,177202,386288,https://www.vgchartz.com/games/boxart/full_5633064JapanFrontccc.jpg,Japan
Pokemon Black / White Version 2,DS,Nintendo,Role-Playing,2013,Japan,81,170433,3079128,https://www.vgchartz.com/games/boxart/full_3674437AmericaFrontccc.png,Japan
Style Savvy: Trendsetters,3DS,Nintendo,Misc,2013,Japan,67,119739,378953,https://www.vgchartz.com/games/boxart/full_8651461AmericaFrontccc.jpg,Japan
Daigasso! Band Brothers P,3DS,Nintendo,Misc,2013,Japan,8,114000,114000,https://www.vgchartz.com/games/boxart/full_6942531JapanFrontccc.jpg,Japan
New Super Luigi U,WiiU,Nintendo,Platform,2013,Japan,26,113925,113925,https://www.vgchartz.com/games/boxart/full_1176340JapanFrontccc.jpg,Japan
Super Smash Bros. Brawl,Wii,Nintendo,Fighting,2013,Japan,310,113763,2557283,https://www.vgchartz.com/games/boxart/full_6492429JapanFrontccc.jpg,Japan
Mario Kart Wii,Wii,Nintendo,Racing,2013,Japan,300,112649,3707224,https://www.vgchartz.com/games/boxart/full_3171430JapanFrontccc.jpg,Japan
Pokemon Omega Ruby and Alpha Sapphire,3DS,Nintendo,Role-Playing,2014,Global,7,7527047,7527047,https://www.vgchartz.com/games/boxart/full_5184866AmericaFrontccc.png,Japan
Super Smash Bros. for Nintendo 3DS,3DS,Nintendo,Fighting,2014,Global,17,5546831,5546831,https://www.vgchartz.com/games/boxart/full_4463374AmericaFrontccc.jpg,Japan
Mario Kart 8,WiiU,Nintendo,Racing,2014,Global,32,4306831,4306831,https://www.vgchartz.com/games/boxart/full_638065AmericaFrontccc.jpg,Japan
