name,platform,publisher,genre,sales_year,country,weeks,yearly,total,img,publisher_country
God of War: Ascension,PS3,Sony,Action,2013,Germany,43,92271,92271,https://www.vgchartz.com/games/boxart/full_553721AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Action,2013,Germany,6,81162,81162,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Uncharted 3: Drake's Deception,PS3,Sony,Action,2013,Germany,114,74539,513915,https://www.vgchartz.com/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2013,France,5,155134,155134,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
God of War: Ascension,PS3,Sony,Action,2013,France,43,81959,81959,https://www.vgchartz.com/games/boxart/full_553721AmericaFrontccc.jpg,Japan
Beyond: Two Souls,PS3,Sony,Adventure,2013,France,13,70812,70812,https://www.vgchartz.com/games/boxart/full_4200652AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Action,2013,France,6,62581,62581,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Uncharted 3: Drake's Deception,PS3,Sony,Action,2013,France,114,60712,431489,https://www.vgchartz.com/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2013,Japan,5,300914,300914,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
Soul Sacrifice,PSV,Sony,Action,2013,Japan,44,220098,220098,https://www.vgchartz.com/games/boxart/full_7237105JapanFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Adventure,2014,Global,34,3083428,3083428,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,Global,42,2101363,2101363,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
Driveclub,PS4,Sony,Racing,2014,Global,13,1405379,1405379,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Action,2014,Global,60,955148,2171296,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2014,Global,7,923725,923725,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Adventure,2014,USA,33,1022880,1022880,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,USA,41,883895,883895,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Action,2014,USA,59,327770,733753,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2014,Europe,34,1388302,1388302,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Last of Us Remastered,PS4,Sony,Action,2014,Europe,23,1029233,1029233,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2014,Europe,13,857334,857334,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,Europe,42,707303,707303,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2014,Europe,57,608165,1469829,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2014,Europe,6,457726,457726,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Shooter,2014,Europe,58,426769,1078835,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2014,UK,33,289641,289641,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2014,UK,12,268238,268238,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
The Last of Us Remastered,PS4,Sony,Action,2014,UK,22,245416,245416,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,UK,41,183262,183531,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2014,UK,5,107541,107541,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Shooter,2014,UK,57,94314,387879,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2014,UK,56,94284,243452,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2014,Germany,33,258290,258290,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Last of Us Remastered,PS4,Sony,Action,2014,Germany,22,172416,172416,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2014,Germany,56,149338,338199,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,Germany,41,121526,121940,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Shooter,2014,Germany,57,86467,167985,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2014,Germany,12,79640,79640,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Beyond: Two Souls,PS3,Sony,Adventure,2014,Germany,64,69047,164414,https://www.vgchartz.com/games/boxart/full_4200652AmericaFrontccc.jpg,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2014,Germany,5,64835,64835,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2014,France,33,185269,185696,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Last of Us Remastered,PS4,Sony,Action,2014,France,22,140701,141676,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Gran Turismo 6,PS3,Sony,Racing,2014,France,56,86905,242632,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,Japan
inFAMOUS: Second Son,PS4,Sony,Action,2014,France,41,86253,86661,https://www.vgchartz.com/games/boxart/full_7399010AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2014,France,12,76881,76881,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Killzone: Shadow Fall,PS4,Sony,Shooter,2014,France,57,54252,117201,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,Japan
Knack,PS4,Sony,Action,2014,Japan,45,418099,418099,https://www.vgchartz.com/games/boxart/full_5964780JapanFrontccc.jpg,Japan
Freedom Wars,PSV,Sony,Action,2014,Japan,27,299194,299194,https://www.vgchartz.com/games/boxart/full_7150453JapanFrontccc.jpg,Japan
Oreshika: Tainted Bloodlines,PSV,Sony,Role-Playing,2014,Japan,24,139944,139944,https://www.vgchartz.com/games/boxart/full_6665512JapanFrontccc.jpg,Japan
Destiny,PS4,Sony,Action,2014,Japan,16,129773,129773,https://www.vgchartz.com/games/boxart/full_9262178JapanFrontccc.jpg,Japan
Soul Sacrifice Delta,PSV,Sony,Action,2014,Japan,39,111077,111077,https://www.vgchartz.com/games/boxart/full_4988836JapanFrontccc.jpg,Japan
Destiny,PS3,Sony,Action,2014,Japan,16,105573,105573,https://www.vgchartz.com/games/boxart/full_5573542AmericaFrontccc.jpg,Japan
BioHazard Director's Cut,PS3,Sony,Action,2014,Japan,423,88596,88596,https://www.vgchartz.com/games/boxart/default.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,Global,13,3568174,3568174,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,Global,41,2012302,2012302,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,Global,86,1703645,4740377,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Order 1866,PS4,Sony,Shooter,2015,Global,46,1569154,1569154,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
MLB 15: The Show,PS4,Sony,Sports,2015,Global,40,828889,828889,https://www.vgchartz.com/games/boxart/full_6105167AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,USA,13,1486339,1486339,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,USA,41,798391,798391,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,USA,86,589374,1612254,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
MLB 15: The Show,PS4,Sony,Sports,2015,USA,40,572831,572831,https://www.vgchartz.com/games/boxart/full_6105167AmericaFrontccc.jpg,Japan
The Order 1866,PS4,Sony,Shooter,2015,USA,46,522369,522369,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,Europe,13,1304236,1304236,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,Europe,86,806904,2212330,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Order: 1886,PS4,Sony,Shooter,2015,Europe,46,697803,697803,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
The Last of Us Remastered,PS4,Sony,Action,2015,Europe,75,645005,1681672,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,Europe,41,591996,591996,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2015,Europe,58,367472,825198,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2015,Europe,65,352223,1216891,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,UK,13,324292,324292,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
The Last of Us Remastered,PS4,Sony,Action,2015,UK,75,135892,381308,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,UK,41,124416,124416,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,UK,86,117857,407498,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Order: 1886,PS4,Sony,Shooter,2015,UK,46,107487,107487,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
DriveClub,PS4,Sony,Racing,2015,UK,65,106404,374642,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2015,UK,58,93832,201373,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,Germany,86,185003,443293,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,Germany,13,176088,176088,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
The Order: 1886,PS4,Sony,Shooter,2015,Germany,46,154397,154397,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
The Last of Us Remastered,PS4,Sony,Action,2015,Germany,75,121089,293505,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,Germany,41,100399,100399,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2015,Germany,58,64648,129483,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2015,France,13,165896,165896,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Minecraft: PlayStation 3 Edition,PS3,Sony,Misc,2015,France,86,134946,320642,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
The Order: 1886,PS4,Sony,Shooter,2015,France,46,94589,94589,https://www.vgchartz.com/games/boxart/full_8089384AmericaFrontccc.png,Japan
The Last of Us Remastered,PS4,Sony,Action,2015,France,75,83927,225603,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,France,41,77608,77608,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
LittleBigPlanet 3,PS4,Sony,Platform,2015,France,58,50366,90697,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Racing,2015,France,65,49143,126024,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Action,2015,Japan,41,252008,252008,https://www.vgchartz.com/games/boxart/full_9974997JapanFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2016,Global,34,8298741,8298741,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,Global,65,1308494,4821891,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Misc,2016,Global,127,1188985,5395650,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
MLB 16: The Show,PS4,Sony,Action,2016,Global,40,929485,929485,https://www.vgchartz.com/games/boxart/full_615412AmericaFrontccc.png,Japan
The Last Guardian,PS4,Sony,Action,2016,Global,4,908078,908078,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,Japan
MineCraft,PS3,Sony,Misc,2016,Global,138,730157,5705198,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2016,USA,34,3257688,3257688,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
MLB 16: The Show,PS4,Sony,Action,2016,USA,40,693523,693523,https://www.vgchartz.com/games/boxart/full_615412AmericaFrontccc.png,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,USA,65,490655,1976994,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
MineCraft,PS3,Sony,Misc,2016,USA,138,329827,1942081,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
MLB 16: The Show,PS3,Sony,Action,2016,USA,40,266366,266366,https://www.vgchartz.com/games/boxart/full_2821425AmericaFrontccc.jpg,Japan
The Last Guardian,PS4,Sony,Action,2016,USA,4,261079,261079,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2016,Europe,34,3206936,3206936,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,Europe,65,526008,1783266,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Misc,2016,Europe,127,500495,2290515,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
The Last Guardian,PS4,Sony,Action,2016,Europe,4,391719,391719,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Misc,2016,Europe,117,273040,1594030,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Role-Playing,2016,Europe,93,267967,916729,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
Uncharted,PS4,Sony,Action,2016,UK,34,551564,551564,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Misc,2016,UK,127,75894,457202,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
The Last Guardian,PS4,Sony,Action,2016,UK,4,70890,70890,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,UK,65,60821,385113,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
DriveClub,PS4,Sony,Misc,2016,UK,117,60433,435075,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2016,Germany,34,647746,647746,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,Germany,65,112210,288298,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
The Last Guardian,PS4,Sony,Action,2016,Germany,4,75061,75061,https://www.vgchartz.com/games/boxart/full_6724026AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Misc,2016,Germany,127,63319,371824,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2016,France,34,438971,438971,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Misc,2016,France,127,116468,341096,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2016,France,65,95684,237580,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
MineCraft,PS3,Sony,Misc,2016,France,138,67304,444509,https://www.vgchartz.com/games/boxart/full_6168598AmericaFrontccc.jpg,Japan
Bloodborne,PS4,Sony,Role-Playing,2016,France,93,59636,137244,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,Japan
Uncharted,PS4,Sony,Action,2016,Japan,34,193394,193394,https://www.vgchartz.com/games/boxart/full_9027531JapanFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2016,Japan,57,124890,155803,https://www.vgchartz.com/games/boxart/full_1466734JapanFrontccc.jpg,Japan
The Last Guardian,PS4,Sony,Action,2016,Japan,4,101428,101428,https://www.vgchartz.com/games/boxart/full_8446018JapanFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2017,Global,86,1588628,9887369,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
PlayStation VR Worlds,PS4,Sony,Misc,2017,Global,64,756764,1087223,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2017,Global,117,600046,5421937,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Horizon: Zero Dawn,PS4,Sony,Action,2017,USA,44,1449284,1449284,https://www.vgchartz.com/games/boxart/full_719511AmericaFrontccc.jpg,Japan
MLB The Show 17,PS4,Sony,Sports,2017,USA,40,836775,836775,https://www.vgchartz.com/games/boxart/full_9928591AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2017,USA,86,750712,4008400,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
Gran Turismo Sport,PS4,Sony,Racing,2017,USA,11,439009,439009,https://www.vgchartz.com/games/boxart/full_7498235AmericaFrontccc.jpg,Japan
Uncharted: The Lost Legacy,PS4,Sony,Action,2017,USA,19,403266,403266,https://www.vgchartz.com/games/boxart/full_727021AmericaFrontccc.png,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2017,USA,117,241355,2218349,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2017,Europe,86,497923,3704859,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
PlayStation VR Worlds,PS4,Sony,Misc,2017,Europe,64,453536,600679,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Adventure,2017,Europe,179,278139,2568654,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Horizon: Zero Dawn,PS4,Sony,Action,2017,UK,44,355687,355687,https://www.vgchartz.com/games/boxart/full_719511AmericaFrontccc.jpg,Japan
Uncharted: The Lost Legacy,PS4,Sony,Action,2017,UK,19,202738,202738,https://www.vgchartz.com/games/boxart/full_727021AmericaFrontccc.png,Japan
PlayStation VR Worlds,PS4,Sony,Misc,2017,UK,64,99680,123388,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2017,UK,86,72785,624349,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
WipEout Omega Collection,PS4,Sony,Racing,2017,UK,30,58267,58267,https://www.vgchartz.com/games/boxart/full_3134521AmericaFrontccc.jpg,Japan
Farpoint,PS4,Sony,Shooter,2017,UK,33,46904,46904,https://www.vgchartz.com/games/boxart/full_1105961AmericaFrontccc.png,Japan
Uncharted,PS4,Sony,Action,2017,Germany,86,120057,767803,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
PlayStation VR Worlds,PS4,Sony,Misc,2017,Germany,64,76878,105799,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,Japan
Uncharted,PS4,Sony,Action,2017,France,86,61525,500496,https://www.vgchartz.com/games/boxart/full_2804791AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2017,France,170,58994,362095,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Adventure,2017,France,179,57494,398590,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
PlayStation VR Worlds,PS4,Sony,Misc,2017,France,64,55131,77670,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,Japan
Uncharted: The Nathan Drake Collection,PS4,Sony,Action,2017,France,117,46582,284162,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,Japan
MineCraft,PSV,Sony,Misc,2017,Japan,146,187239,1203445,https://www.vgchartz.com/games/boxart/full_4134710PALFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2017,Japan,109,120808,276611,https://www.vgchartz.com/games/boxart/full_1466734JapanFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,Global,222,842119,6332936,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Action-Adventure,2018,Global,231,629678,6773713,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
Horizon: Zero Dawn,PS4,Sony,Action,2018,USA,96,575925,2025209,https://www.vgchartz.com/games/boxart/full_719511AmericaFrontccc.jpg,Japan
Shadow of the Colossus,PS4,Sony,Action,2018,USA,47,404110,404110,https://www.vgchartz.com/games/boxart/full_4942791AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,Europe,222,466608,3129022,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Action-Adventure,2018,Europe,231,291876,2860530,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,UK,222,83545,623646,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Action-Adventure,2018,UK,231,44148,539568,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,Germany,222,89421,547333,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Action-Adventure,2018,Germany,231,51041,469242,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,France,222,65403,427498,https://www.vgchartz.com/games/boxart/full_6776646AmericaFrontccc.jpg,Japan
The Last of Us,PS4,Sony,Action-Adventure,2018,France,231,53916,452506,https://www.vgchartz.com/games/boxart/full_6199072AmericaFrontccc.jpg,Japan
MineCraft,PS4,Sony,Misc,2018,Japan,161,76094,352705,https://www.vgchartz.com/games/boxart/full_1466734JapanFrontccc.jpg,Japan
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,Action,2011,Global,11,2753194,2753194,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,USA
Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,Action,2011,Global,11,2506376,2506376,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,USA
Mortal Kombat,PS3,Warner Bros. Interactive Entertainment,Fighting,2011,Global,37,1512133,1512133,https://www.vgchartz.com/games/boxart/full_7251211AmericaFrontccc.jpg,USA
Mortal Kombat,X360,Warner Bros. Interactive Entertainment,Fighting,2011,Global,37,1108329,1108329,https://www.vgchartz.com/games/boxart/full_4560317AmericaFrontccc.jpg,USA
Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,Action,2011,USA,11,1386231,1386231,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,USA
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,Action,2011,USA,11,1237544,1237544,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,USA
Mortal Kombat,PS3,Warner Bros. Interactive Entertainment,Fighting,2011,USA,37,946973,946973,https://www.vgchartz.com/games/boxart/full_7251211AmericaFrontccc.jpg,USA
Mortal Kombat,X360,Warner Bros. Interactive Entertainment,Fighting,2011,USA,37,756388,756388,https://www.vgchartz.com/games/boxart/full_4560317AmericaFrontccc.jpg,USA
Batman: Arkham City,PS3,Warner Bros. Interactive Entertainment,Action,2011,Europe,11,954096,954096,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,USA
Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,Action,2011,Europe,11,748942,748942,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,USA
LEGO Harry Potter: Years 5-7,Wii,Warner Bros. Interactive Entertainment,Action,2011,Europe,7,175103,175103,https://www.vgchartz.com/games/boxart/full_lego-harry-potter-years-5-7_21AmericaFront.jpg,USA
Batman: Arkham City,X360,Warner Bros. Interactive Entertainment,Action,2011,UK,11,311174,311174,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_302AmericaFront.jpg,USA
